區,時間,12小時降雨機率,平均溫度,平均相對濕度,最小舒適度指數,最大風速,最高體感溫度,天氣現象,最大舒適度指數,最低溫度,紫外線指數,天氣預報綜合描述,最低體感溫度,最高溫度,風向,平均露點溫度
霧峰區,早上,0,18,86,17,3,20,晴時多雲,20,17,4,晴時多雲。降雨機率 0%。溫度攝氏17至21度。稍有寒意至舒適。東北風 風速2級(每秒3公尺)。相對濕度86%。,17,21,東北風,16
霧峰區,夜晚, ,22,69,16,3,26,多雲,22,17,,多雲。溫度攝氏17至25度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度69%。,17,25,偏北風,15
霧峰區,早上, ,19,85,17,3,22,多雲,20,18,5,多雲。溫度攝氏18至21度。稍有寒意至舒適。東北風 風速2級(每秒3公尺)。相對濕度85%。,18,21,東北風,16
霧峰區,夜晚, ,22,72,17,3,26,晴時多雲,23,18,,晴時多雲。溫度攝氏18至25度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度72%。,18,25,偏北風,16
霧峰區,早上, ,19,82,17,1,22,晴時多雲,20,17,4,晴時多雲。溫度攝氏17至21度。稍有寒意至舒適。東北風 風速<= 1級(每秒1公尺)。相對濕度82%。,19,21,東北風,15
霧峰區,夜晚, ,20,73,17,2,24,多雲,21,17,,多雲。溫度攝氏17至22度。稍有寒意至舒適。偏北風 風速2級(每秒2公尺)。相對濕度73%。,19,22,偏北風,15
霧峰區,早上, ,18,86,17,2,20,多雲,19,17,4,多雲。溫度攝氏17至19度。稍有寒意。偏北風 風速2級(每秒2公尺)。相對濕度86%。,18,19,偏北風,15
霧峰區,夜晚, ,22,76,17,2,28,多雲,23,17,,多雲。溫度攝氏17至25度。稍有寒意至舒適。偏北風 風速2級(每秒2公尺)。相對濕度76%。,18,25,偏北風,17
霧峰區,早上, ,18,86,16,1,22,多雲,20,16,4,多雲。溫度攝氏16至21度。稍有寒意至舒適。東北風 風速<= 1級(每秒1公尺)。相對濕度86%。,17,21,東北風,15
神岡區,夜晚,10,22,84,19,4,25,多雲時晴,22,19,,多雲時晴。降雨機率 10%。溫度攝氏19至23度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度84%。,20,23,偏北風,19
神岡區,早上,10,18,92,17,2,20,晴時多雲,19,17,4,晴時多雲。降雨機率 10%。溫度攝氏17至19度。稍有寒意。東北風 風速2級(每秒2公尺)。相對濕度92%。,18,19,東北風,16
神岡區,夜晚,0,20,86,17,5,24,多雲時晴,22,17,,多雲時晴。降雨機率 0%。溫度攝氏17至23度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度86%。,18,23,偏北風,18
神岡區,早上,0,19,93,18,3,20,多雲,19,18,4,多雲。降雨機率 0%。溫度攝氏18至20度。稍有寒意。偏北風 風速2級(每秒3公尺)。相對濕度93%。,19,20,偏北風,17
神岡區,夜晚,0,20,88,18,5,23,陰時多雲,21,18,,陰時多雲。降雨機率 0%。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度88%。,18,22,偏北風,18
神岡區,早上,0,18,89,17,5,18,晴時多雲,19,17,4,晴時多雲。降雨機率 0%。溫度攝氏17至19度。稍有寒意。偏北風 風速3級(每秒5公尺)。相對濕度89%。,16,19,偏北風,16
神岡區,夜晚, ,20,82,17,5,22,多雲,21,17,,多雲。溫度攝氏17至23度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度82%。,16,23,偏北風,17
神岡區,早上, ,18,89,17,8,19,多雲時陰,19,17,4,多雲時陰。溫度攝氏17至19度。稍有寒意。東北風 風速5級(每秒8公尺)。相對濕度89%。,14,19,東北風,16
神岡區,夜晚, ,19,86,17,7,20,晴時多雲,21,17,,晴時多雲。溫度攝氏17至21度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度86%。,14,21,偏北風,17
神岡區,早上, ,17,89,16,5,17,多雲時晴,18,16,4,多雲時晴。溫度攝氏16至18度。稍有寒意。東北風 風速3級(每秒5公尺)。相對濕度89%。,16,18,東北風,15
神岡區,夜晚, ,18,86,16,5,20,陰時多雲,19,16,,陰時多雲。溫度攝氏16至20度。稍有寒意。偏北風 風速3級(每秒5公尺)。相對濕度86%。,16,20,偏北風,16
神岡區,早上, ,17,91,16,3,17,多雲,18,16,3,多雲。溫度攝氏16至18度。稍有寒意。偏北風 風速2級(每秒3公尺)。相對濕度91%。,17,18,偏北風,15
神岡區,夜晚, ,20,87,16,4,23,多雲,21,16,,多雲。溫度攝氏16至22度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度87%。,17,22,偏北風,17
神岡區,早上, ,17,91,16,4,18,多雲,18,16,3,多雲。溫度攝氏16至18度。稍有寒意。偏北風 風速3級(每秒4公尺)。相對濕度91%。,15,18,偏北風,15
西屯區,夜晚,10,24,72,21,3,28,晴時多雲,24,22,,晴時多雲。降雨機率 10%。溫度攝氏22至25度。舒適。偏北風 風速2級(每秒3公尺)。相對濕度72%。,23,25,偏北風,19
西屯區,早上,10,20,85,18,2,23,晴時多雲,21,18,4,晴時多雲。降雨機率 10%。溫度攝氏18至22度。稍有寒意至舒適。東北風 風速2級(每秒2公尺)。相對濕度85%。,20,22,東北風,17
西屯區,夜晚,0,22,76,18,3,27,多雲時晴,23,18,,多雲時晴。降雨機率 0%。溫度攝氏18至25度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度76%。,20,25,偏北風,18
西屯區,早上,0,20,85,19,3,23,多雲,21,19,4,多雲。降雨機率 0%。溫度攝氏19至22度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度85%。,21,22,偏北風,18
西屯區,夜晚,0,22,77,19,5,26,多雲,23,19,,多雲。降雨機率 0%。溫度攝氏19至24度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度77%。,21,24,偏北風,18
西屯區,早上,0,20,81,18,4,21,晴時多雲,20,19,4,晴時多雲。降雨機率 0%。溫度攝氏19至21度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度81%。,19,21,偏北風,16
西屯區,夜晚, ,22,72,18,4,26,多雲,23,19,,多雲。溫度攝氏19至25度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度72%。,18,25,偏北風,17
西屯區,早上, ,20,81,18,7,22,多雲,21,19,4,多雲。溫度攝氏19至21度。稍有寒意至舒適。東北風 風速4級(每秒7公尺)。相對濕度81%。,16,21,東北風,16
西屯區,夜晚, ,21,76,18,5,24,晴時多雲,22,19,,晴時多雲。溫度攝氏19至24度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度76%。,17,24,偏北風,17
西屯區,早上, ,19,79,18,3,20,晴時多雲,20,18,4,晴時多雲。溫度攝氏18至21度。稍有寒意至舒適。東北風 風速2級(每秒3公尺)。相對濕度79%。,19,21,東北風,15
西屯區,夜晚, ,20,75,18,4,23,多雲,21,18,,多雲。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度75%。,19,22,偏北風,16
西屯區,早上, ,19,85,18,3,20,多雲,19,18,3,多雲。溫度攝氏18至20度。稍有寒意。偏北風 風速2級(每秒3公尺)。相對濕度85%。,19,20,偏北風,16
西屯區,夜晚, ,22,77,18,3,27,多雲,23,18,,多雲。溫度攝氏18至24度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度77%。,19,24,偏北風,17
西屯區,早上, ,18,85,17,3,21,多雲,20,17,4,多雲。溫度攝氏17至20度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度85%。,18,20,偏北風,16
大里區,夜晚,10,25,67,21,2,29,晴時多雲,24,23,,晴時多雲。降雨機率 10%。溫度攝氏23至27度。舒適。偏北風 風速2級(每秒2公尺)。相對濕度67%。,24,27,偏北風,18
大里區,早上,10,20,83,18,1,24,晴時多雲,21,19,5,晴時多雲。降雨機率 10%。溫度攝氏19至23度。稍有寒意至舒適。東北風 風速<= 1級(每秒1公尺)。相對濕度83%。,21,23,東北風,17
大里區,夜晚,0,23,71,18,3,28,晴時多雲,24,19,,晴時多雲。降雨機率 0%。溫度攝氏19至26度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度71%。,21,26,偏北風,17
大里區,早上,0,20,85,19,2,24,多雲,21,19,4,多雲。降雨機率 0%。溫度攝氏19至23度。稍有寒意至舒適。東北風 風速2級(每秒2公尺)。相對濕度85%。,21,23,東北風,18
大里區,夜晚,0,23,72,19,5,27,多雲,24,19,,多雲。降雨機率 0%。溫度攝氏19至26度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度72%。,21,26,偏北風,18
大里區,早上,0,20,81,18,4,21,晴時多雲,21,19,4,晴時多雲。降雨機率 0%。溫度攝氏19至22度。稍有寒意至舒適。東北風 風速3級(每秒4公尺)。相對濕度81%。,19,22,東北風,17
大里區,夜晚, ,23,67,18,3,27,多雲,23,18,,多雲。溫度攝氏18至26度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度67%。,19,26,偏北風,16
大里區,早上, ,20,80,19,5,23,多雲,21,19,4,多雲。溫度攝氏19至22度。稍有寒意至舒適。東北風 風速3級(每秒5公尺)。相對濕度80%。,18,22,東北風,17
大里區,夜晚, ,23,71,18,4,26,晴時多雲,23,19,,晴時多雲。溫度攝氏19至25度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度71%。,18,25,偏北風,17
大里區,早上, ,20,76,18,2,22,晴時多雲,21,19,4,晴時多雲。溫度攝氏19至22度。稍有寒意至舒適。東北風 風速2級(每秒2公尺)。相對濕度76%。,20,22,東北風,16
大里區,夜晚, ,21,72,18,3,24,多雲,21,19,,多雲。溫度攝氏19至23度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度72%。,20,23,偏北風,16
大里區,早上, ,19,83,18,2,21,多雲,20,18,3,多雲。溫度攝氏18至21度。稍有寒意至舒適。偏北風 風速2級(每秒2公尺)。相對濕度83%。,20,21,偏北風,16
大里區,夜晚, ,23,74,18,2,29,多雲,24,18,,多雲。溫度攝氏18至26度。稍有寒意至舒適。西北風 風速2級(每秒2公尺)。相對濕度74%。,20,26,西北風,18
大里區,早上, ,19,84,17,2,23,多雲,20,17,4,多雲。溫度攝氏17至22度。稍有寒意至舒適。偏北風 風速2級(每秒2公尺)。相對濕度84%。,19,22,偏北風,16
大雅區,夜晚,10,22,78,19,4,25,晴時多雲,22,20,,晴時多雲。降雨機率 10%。溫度攝氏20至24度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度78%。,20,24,偏北風,18
大雅區,早上,10,18,86,17,2,20,晴時多雲,19,17,4,晴時多雲。降雨機率 10%。溫度攝氏17至20度。稍有寒意。偏北風 風速2級(每秒2公尺)。相對濕度86%。,19,20,偏北風,16
大雅區,夜晚,0,21,80,17,4,24,多雲時晴,22,17,,多雲時晴。降雨機率 0%。溫度攝氏17至23度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度80%。,18,23,偏北風,17
大雅區,早上,0,19,87,18,3,21,多雲,20,18,4,多雲。降雨機率 0%。溫度攝氏18至20度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度87%。,20,20,偏北風,17
大雅區,夜晚,0,21,82,18,5,23,陰時多雲,21,18,,陰時多雲。降雨機率 0%。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度82%。,19,22,偏北風,17
大雅區,早上,0,18,82,17,5,19,晴時多雲,19,18,4,晴時多雲。降雨機率 0%。溫度攝氏18至20度。稍有寒意。偏北風 風速3級(每秒5公尺)。相對濕度82%。,17,20,偏北風,15
大雅區,夜晚, ,21,77,17,5,23,多雲,22,17,,多雲。溫度攝氏17至23度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度77%。,17,23,偏北風,17
大雅區,早上, ,18,82,17,8,19,多雲,19,17,4,多雲。溫度攝氏17至20度。稍有寒意。東北風 風速5級(每秒8公尺)。相對濕度82%。,14,20,東北風,15
大雅區,夜晚, ,20,80,17,7,20,晴時多雲,21,17,,晴時多雲。溫度攝氏17至22度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度80%。,14,22,偏北風,16
大雅區,早上, ,18,82,16,5,17,晴時多雲,18,17,4,晴時多雲。溫度攝氏17至19度。稍有寒意。東北風 風速3級(每秒5公尺)。相對濕度82%。,16,19,東北風,14
大雅區,夜晚, ,19,80,16,5,20,多雲時陰,20,17,,多雲時陰。溫度攝氏17至20度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度80%。,16,20,偏北風,15
大雅區,早上, ,17,86,16,3,18,多雲,18,17,3,多雲。溫度攝氏17至18度。稍有寒意。偏北風 風速2級(每秒3公尺)。相對濕度86%。,17,18,偏北風,15
大雅區,夜晚, ,20,81,16,4,24,多雲,21,17,,多雲。溫度攝氏17至22度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度81%。,17,22,偏北風,17
大雅區,早上, ,17,86,16,4,18,多雲,18,16,3,多雲。溫度攝氏16至19度。稍有寒意。偏北風 風速3級(每秒4公尺)。相對濕度86%。,15,19,偏北風,15
大安區,夜晚,10,22,86,19,9,22,多雲時晴,22,20,,多雲時晴。降雨機率 10%。溫度攝氏20至22度。稍有寒意至舒適。偏北風 風速5級(每秒9公尺)。相對濕度86%。,17,22,偏北風,19
大安區,早上,10,19,94,18,7,19,晴時多雲,19,18,4,晴時多雲。降雨機率 10%。溫度攝氏18至20度。稍有寒意。東北風 風速4級(每秒7公尺)。相對濕度94%。,17,20,東北風,18
大安區,夜晚,0,21,90,18,8,21,陰時多雲,21,18,,陰時多雲。降雨機率 0%。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速5級(每秒8公尺)。相對濕度90%。,18,22,偏北風,19
大安區,早上,10,20,93,19,7,20,多雲,20,19,4,多雲。降雨機率 10%。溫度攝氏19至20度。稍有寒意至舒適。東北風 風速4級(每秒7公尺)。相對濕度93%。,18,20,東北風,19
大安區,夜晚,10,21,91,19,8,21,陰時多雲,21,19,,陰時多雲。降雨機率 10%。溫度攝氏19至22度。稍有寒意至舒適。東北風 風速5級(每秒8公尺)。相對濕度91%。,18,22,東北風,19
大安區,早上,10,19,89,19,10,18,晴時多雲,20,19,4,晴時多雲。降雨機率 10%。溫度攝氏19至20度。稍有寒意至舒適。東北風 風速5級(每秒10公尺)。相對濕度89%。,15,20,東北風,17
大安區,夜晚, ,21,85,19,10,19,多雲,21,19,,多雲。溫度攝氏19至22度。稍有寒意至舒適。東北風 風速5級(每秒10公尺)。相對濕度85%。,15,22,東北風,18
大安區,早上, ,19,88,18,>= 11,17,多雲,20,19,4,多雲。溫度攝氏19至20度。稍有寒意至舒適。東北風 風速>= 6級(每秒11公尺)。相對濕度88%。,14,20,東北風,17
大安區,夜晚, ,20,87,18,>= 11,17,晴時多雲,20,19,,晴時多雲。溫度攝氏19至21度。稍有寒意至舒適。東北風 風速>= 6級(每秒14公尺)。相對濕度87%。,14,21,東北風,18
大安區,早上, ,18,89,17,>= 11,14,多雲時晴,18,17,4,多雲時晴。溫度攝氏17至19度。稍有寒意。東北風 風速>= 6級(每秒11公尺)。相對濕度89%。,13,19,東北風,16
大安區,夜晚, ,19,88,17,>= 11,17,陰天,19,17,,陰天。溫度攝氏17至20度。稍有寒意。東北風 風速>= 6級(每秒11公尺)。相對濕度88%。,14,20,東北風,17
大安區,早上, ,18,92,17,9,16,多雲,18,17,3,多雲。溫度攝氏17至18度。稍有寒意。東北風 風速5級(每秒9公尺)。相對濕度92%。,14,18,東北風,16
大安區,夜晚, ,19,88,17,8,20,多雲,20,17,,多雲。溫度攝氏17至21度。稍有寒意至舒適。東北風 風速5級(每秒8公尺)。相對濕度88%。,15,21,東北風,17
大安區,早上, ,17,92,17,8,15,多雲,18,17,3,多雲。溫度攝氏17至18度。稍有寒意。東北風 風速5級(每秒8公尺)。相對濕度92%。,14,18,東北風,16
清水區,夜晚,10,21,82,19,7,22,多雲時晴,21,19,,多雲時晴。降雨機率 10%。溫度攝氏19至22度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度82%。,18,22,偏北風,18
清水區,早上,10,18,89,17,5,18,晴時多雲,19,17,4,晴時多雲。降雨機率 10%。溫度攝氏17至19度。稍有寒意。東北風 風速3級(每秒5公尺)。相對濕度89%。,17,19,東北風,16
清水區,夜晚,0,20,85,17,7,21,晴時多雲,21,17,,晴時多雲。降雨機率 0%。溫度攝氏17至22度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度85%。,17,22,偏北風,17
清水區,早上,10,19,88,18,6,19,多雲,19,19,4,多雲。降雨機率 10%。溫度攝氏19至20度。稍有寒意。偏北風 風速4級(每秒6公尺)。相對濕度88%。,18,20,偏北風,17
清水區,夜晚,10,20,85,18,7,20,陰時多雲,20,19,,陰時多雲。降雨機率 10%。溫度攝氏19至21度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度85%。,17,21,偏北風,17
清水區,早上,10,18,84,18,8,17,晴時多雲,19,18,4,晴時多雲。降雨機率 10%。溫度攝氏18至19度。稍有寒意。東北風 風速5級(每秒8公尺)。相對濕度84%。,15,19,東北風,16
清水區,夜晚, ,20,80,18,9,19,多雲,21,18,,多雲。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速5級(每秒9公尺)。相對濕度80%。,15,22,偏北風,17
清水區,早上, ,19,82,18,>= 11,17,多雲,19,18,4,多雲。溫度攝氏18至20度。稍有寒意。東北風 風速>= 6級(每秒11公尺)。相對濕度82%。,13,20,東北風,15
清水區,夜晚, ,19,82,18,>= 11,16,晴時多雲,20,18,,晴時多雲。溫度攝氏18至21度。稍有寒意至舒適。偏北風 風速>= 6級(每秒12公尺)。相對濕度82%。,13,21,偏北風,16
清水區,早上, ,17,84,17,9,14,多雲時晴,18,17,4,多雲時晴。溫度攝氏17至18度。稍有寒意。東北風 風速5級(每秒9公尺)。相對濕度84%。,13,18,東北風,15
清水區,夜晚, ,19,82,17,9,17,陰時多雲,19,17,,陰時多雲。溫度攝氏17至20度。稍有寒意。東北風 風速5級(每秒9公尺)。相對濕度82%。,14,20,東北風,15
清水區,早上, ,17,87,17,7,15,多雲,18,17,3,多雲。溫度攝氏17至18度。稍有寒意。偏北風 風速4級(每秒7公尺)。相對濕度87%。,14,18,偏北風,15
清水區,夜晚, ,19,83,17,8,20,多雲,20,17,,多雲。溫度攝氏17至21度。稍有寒意至舒適。東北風 風速5級(每秒8公尺)。相對濕度83%。,15,21,東北風,16
清水區,早上, ,17,87,16,7,16,多雲,18,16,3,多雲。溫度攝氏16至18度。稍有寒意。東北風 風速4級(每秒7公尺)。相對濕度87%。,14,18,東北風,15
東區,夜晚,10,25,69,21,2,29,晴時多雲,24,22,,晴時多雲。降雨機率 10%。溫度攝氏22至26度。舒適。偏北風 風速2級(每秒2公尺)。相對濕度69%。,24,26,偏北風,18
東區,早上,10,20,84,18,1,24,晴時多雲,21,18,5,晴時多雲。降雨機率 10%。溫度攝氏18至22度。稍有寒意至舒適。東北風 風速<= 1級(每秒1公尺)。相對濕度84%。,20,22,東北風,17
東區,夜晚,0,23,73,18,3,27,晴時多雲,23,18,,晴時多雲。降雨機率 0%。溫度攝氏18至26度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度73%。,20,26,偏北風,17
東區,早上,0,20,87,18,2,23,多雲,21,18,4,多雲。降雨機率 0%。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速2級(每秒2公尺)。相對濕度87%。,20,22,偏北風,18
東區,夜晚,0,22,74,18,6,27,晴時多雲,23,18,,晴時多雲。降雨機率 0%。溫度攝氏18至25度。稍有寒意至舒適。偏北風 風速4級(每秒6公尺)。相對濕度74%。,20,25,偏北風,17
東區,早上,0,19,83,18,4,21,晴時多雲,20,18,4,晴時多雲。降雨機率 0%。溫度攝氏18至21度。稍有寒意至舒適。東北風 風速3級(每秒4公尺)。相對濕度83%。,19,21,東北風,16
東區,夜晚, ,22,69,17,3,27,多雲,23,18,,多雲。溫度攝氏18至25度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度69%。,19,25,偏北風,16
東區,早上, ,19,83,18,5,23,多雲,21,18,4,多雲。溫度攝氏18至21度。稍有寒意至舒適。東北風 風速3級(每秒5公尺)。相對濕度83%。,17,21,東北風,16
東區,夜晚, ,22,72,18,4,26,晴時多雲,23,18,,晴時多雲。溫度攝氏18至25度。稍有寒意至舒適。偏北風 風速3級(每秒4公尺)。相對濕度72%。,17,25,偏北風,17
東區,早上, ,19,79,17,2,22,晴時多雲,20,18,4,晴時多雲。溫度攝氏18至21度。稍有寒意至舒適。東北風 風速2級(每秒2公尺)。相對濕度79%。,19,21,東北風,15
東區,夜晚, ,21,74,17,3,24,多雲,21,18,,多雲。溫度攝氏18至23度。稍有寒意至舒適。偏北風 風速2級(每秒3公尺)。相對濕度74%。,19,23,偏北風,16
東區,早上, ,18,85,17,2,21,多雲,19,18,3,多雲。溫度攝氏18至20度。稍有寒意。偏北風 風速2級(每秒2公尺)。相對濕度85%。,19,20,偏北風,16
東區,夜晚, ,22,75,17,2,28,多雲,23,17,,多雲。溫度攝氏17至25度。稍有寒意至舒適。偏北風 風速2級(每秒2公尺)。相對濕度75%。,19,25,偏北風,17
東區,早上, ,18,85,17,2,22,多雲,20,17,4,多雲。溫度攝氏17至21度。稍有寒意至舒適。偏北風 風速2級(每秒2公尺)。相對濕度85%。,18,21,偏北風,16
大肚區,夜晚,10,22,77,19,6,23,晴時多雲,22,20,,晴時多雲。降雨機率 10%。溫度攝氏20至23度。稍有寒意至舒適。偏北風 風速4級(每秒6公尺)。相對濕度77%。,19,23,偏北風,18
大肚區,早上,10,19,87,17,4,20,晴時多雲,19,18,4,晴時多雲。降雨機率 10%。溫度攝氏18至20度。稍有寒意。偏北風 風速3級(每秒4公尺)。相對濕度87%。,18,20,偏北風,16
大肚區,夜晚,0,21,81,17,7,23,多雲時晴,22,17,,多雲時晴。降雨機率 0%。溫度攝氏17至23度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度81%。,18,23,偏北風,17
大肚區,早上,0,19,86,18,5,20,多雲時晴,20,19,4,多雲時晴。降雨機率 0%。溫度攝氏19至21度。稍有寒意至舒適。偏北風 風速3級(每秒5公尺)。相對濕度86%。,19,21,偏北風,17
大肚區,夜晚,0,21,81,18,7,22,多雲,21,19,,多雲。降雨機率 0%。溫度攝氏19至22度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度81%。,18,22,偏北風,17
大肚區,早上,10,19,82,18,7,18,晴時多雲,19,18,4,晴時多雲。降雨機率 10%。溫度攝氏18至20度。稍有寒意。偏北風 風速4級(每秒7公尺)。相對濕度82%。,16,20,偏北風,16
大肚區,夜晚, ,21,76,18,8,21,多雲,22,18,,多雲。溫度攝氏18至23度。稍有寒意至舒適。偏北風 風速5級(每秒8公尺)。相對濕度76%。,15,23,偏北風,17
大肚區,早上, ,19,81,18,10,19,多雲,20,18,4,多雲。溫度攝氏18至20度。稍有寒意至舒適。東北風 風速5級(每秒10公尺)。相對濕度81%。,14,20,東北風,16
大肚區,夜晚, ,20,78,18,>= 11,18,晴時多雲,21,18,,晴時多雲。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速>= 6級(每秒11公尺)。相對濕度78%。,14,22,偏北風,16
大肚區,早上, ,18,82,17,7,16,晴時多雲,19,17,4,晴時多雲。溫度攝氏17至19度。稍有寒意。東北風 風速4級(每秒7公尺)。相對濕度82%。,15,19,東北風,15
大肚區,夜晚, ,19,77,17,8,19,多雲時陰,20,17,,多雲時陰。溫度攝氏17至21度。稍有寒意至舒適。偏北風 風速5級(每秒8公尺)。相對濕度77%。,16,21,偏北風,15
大肚區,早上, ,18,86,17,6,17,多雲,18,17,3,多雲。溫度攝氏17至19度。稍有寒意。偏北風 風速4級(每秒6公尺)。相對濕度86%。,16,19,偏北風,15
大肚區,夜晚, ,20,80,17,7,22,多雲,21,17,,多雲。溫度攝氏17至22度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度80%。,17,22,偏北風,16
大肚區,早上, ,17,85,16,5,17,多雲,18,16,3,多雲。溫度攝氏16至19度。稍有寒意。偏北風 風速3級(每秒5公尺)。相對濕度85%。,15,19,偏北風,15
梧棲區,夜晚,10,21,80,19,7,22,多雲時晴,21,19,,多雲時晴。降雨機率 10%。溫度攝氏19至22度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度80%。,18,22,偏北風,18
梧棲區,早上,10,18,88,17,5,19,晴時多雲,19,18,4,晴時多雲。降雨機率 10%。溫度攝氏18至19度。稍有寒意。東北風 風速3級(每秒5公尺)。相對濕度88%。,17,19,東北風,16
梧棲區,夜晚,0,20,84,17,7,21,多雲時晴,21,18,,多雲時晴。降雨機率 0%。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度84%。,18,22,偏北風,17
梧棲區,早上,10,19,86,19,6,19,多雲,19,19,4,多雲。降雨機率 10%。溫度攝氏19至20度。稍有寒意。偏北風 風速4級(每秒6公尺)。相對濕度86%。,18,20,偏北風,17
梧棲區,夜晚,10,20,84,19,7,20,陰時多雲,20,19,,陰時多雲。降雨機率 10%。溫度攝氏19至21度。稍有寒意至舒適。偏北風 風速4級(每秒7公尺)。相對濕度84%。,17,21,偏北風,17
梧棲區,早上,10,19,82,18,8,17,晴時多雲,19,18,4,晴時多雲。降雨機率 10%。溫度攝氏18至19度。稍有寒意。東北風 風速5級(每秒8公尺)。相對濕度82%。,15,19,東北風,16
梧棲區,夜晚, ,20,78,18,8,19,多雲,21,18,,多雲。溫度攝氏18至22度。稍有寒意至舒適。偏北風 風速5級(每秒8公尺)。相對濕度78%。,15,22,偏北風,16
梧棲區,早上, ,19,80,18,>= 11,18,多雲,19,18,4,多雲。溫度攝氏18至20度。稍有寒意。東北風 風速>= 6級(每秒11公尺)。相對濕度80%。,13,20,東北風,15
梧棲區,夜晚, ,19,80,18,>= 11,16,晴時多雲,20,18,,晴時多雲。溫度攝氏18至20度。稍有寒意至舒適。偏北風 風速>= 6級(每秒12公尺)。相對濕度80%。,13,20,偏北風,16
梧棲區,早上, ,18,82,17,9,14,多雲時晴,18,17,4,多雲時晴。溫度攝氏17至19度。稍有寒意。東北風 風速5級(每秒9公尺)。相對濕度82%。,14,19,東北風,14
梧棲區,夜晚, ,19,80,17,9,17,陰天,19,17,,陰天。溫度攝氏17至20度。稍有寒意。東北風 風速5級(每秒9公尺)。相對濕度80%。,14,20,東北風,15
梧棲區,早上, ,17,85,17,7,16,多雲,18,17,3,多雲。溫度攝氏17至18度。稍有寒意。偏北風 風速4級(每秒7公尺)。相對濕度85%。,14,18,偏北風,15
梧棲區,夜晚, ,19,82,17,7,20,多雲,20,17,,多雲。溫度攝氏17至21度。稍有寒意至舒適。東北風 風速4級(每秒7公尺)。相對濕度82%。,15,21,東北風,16
梧棲區,早上, ,17,86,16,7,16,多雲,18,17,3,多雲。溫度攝氏17至18度。稍有寒意。東北風 風速4級(每秒7公尺)。相對濕度86%。,14,18,東北風,15
